D2006285000100001000000000004530243005200601250520062378                REFERENTE A FORNECIMENTO DE LANCHES.                                                                                    D-1      2    3008200730052006                                                                                                                                                                          
D2006285000100002000000000007980002203200601060320065430                REFERENTE A LOCAÇÃO DE EQUIPAMENTOS.                                                                                    SERVIÇOS UNICO1711200722032006                                                                                                                                                                          
D200628502130002700000000000391600190420060219042006RECIBOS             PAGAMENTO DE HORAS AULAS.                                                                                                             3011000219042006                                                                                                                                                                          
D200628502130002800000000000088000190420060219042006INSS - EMPREGADOR   REFERENTE AO DESCONTO DO INSS DO EMPREGADOR.                                                                                          3011000219042006                                                                                                                                                                          
D200628502130002900000000000048400190420060219042006INSS - EMPREGADO    REFERENTE AO DESCONTO DO INSS DO EMPREGADO.                                                                                           3011000219042006                                                                                                                                                                          
D2006285021300030000000000005819821904200601170420061155                AQUISIÇÃO DE GASOLINA.                                                                                                  1        1    0303200819042006                                                                                                                                                                          
D2006285021300031000000000002171271904200601170420061156                AQUISIÇÃO DE DIESEL.                                                                                                    1        1    0303200819042006                                                                                                                                                                          
D20062850213000320000000000003000019042006091904200628658310            PAGAMENTO DE DIARIA. . KDS.                                                                                                           3011000219042006                                                                                                                                                                          
D20062850213000320000000000003000019042006091904200628658671            PAGAMENTO DE DIARIAS. . KDS.                                                                                                          3011000219042006                                                                                                                                                                          
D20062850213000320000000000004500019042006091904200628686446            PAGAMENTO DE DIARIAS. . KDS.                                                                                                          3011000219042006                                                                                                                                                                          
D200628502130003200000000000030000110420060911042006DIARIA LIQ008       pagamento de diárias. . SR                                                                                                            3011000211042006                                                                                                                                                                          
D200628502130003200000000000010000070620060907062006DIARIAS 100         PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000010000070620060907062006DIARIAS 101         PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000045000070620060907062006DIARIAS 102         PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000008000070620060907062006DIARIAS 103         PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000010000070620060907062006DIARIAS 104         PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000006000070620060907062006DIARIAS 105         PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000045000070620060907062006DIARIAS 106         PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000006000070620060907062006DIARIAS 107         PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000042000070620060907062006DIARIAS 108         PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000006000070620060907062006DIARIAS 109         PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000012000070620060907062006DIARIAS 110         PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000063000070620060907062006DIARIAS 82          PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000018000070620060907062006DIARIAS 83          PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000010000070620060907062006DIARIAS 84          PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000006000070620060907062006DIARIAS 86          PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000042000070620060907062006DIARIAS 87          PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000063000070620060907062006DIARIAS 88          PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000006000070620060907062006DIARIAS 89          PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000027000070620060907062006DIARIAS 90          PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000027000070620060907062006DIARIAS 91          PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000008000070620060907062006DIARIAS 92          PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000006000070620060907062006DIARIAS 93          PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000030000070620060907062006DIARIAS 95          PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000027000070620060907062006DIARIAS 96          PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000063000070620060907062006DIARIAS 97          PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000060000070620060907062006DIARIAS 98          PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000010000070620060907062006DIARIAS 99          PAGAMENTO DE DIARIAS. MMR                                                                                                             3011000207062006                                                                                                                                                                          
D200628502130003200000000000006000220820060922082006DIARIAS LIQ 212     PAGAMENTO DE DIARIAS                                                                                                                  3011000222082006                                                                                                                                                                          
D200628502130003200000000000045000101120060910112006DIARIAS LIQ. 356    pagamento de diarias                                                                                                                  3011000210112006                                                                                                                                                                          
D200628502130003200000000000024000101120060910112006DIARIAS LIQ. 357    pagamento de diarias                                                                                                                  3011000210112006                                                                                                                                                                          
D200628502130003200000000000036000101120060910112006DIARIAS LIQ. 358    pagamento de diarias                                                                                                                  3011000210112006                                                                                                                                                                          
D200628502130003200000000000027000101120060910112006DIARIAS LIQ. 359    pagamento de diarias                                                                                                                  3011000210112006                                                                                                                                                                          
D200628502130003200000000000081000101120060910112006DIARIAS LIQ. 360    pagamento de diarias                                                                                                                  3011000210112006                                                                                                                                                                          
D200628502130003200000000000004000101120060910112006DIARIAS LIQ. 361    pagamento de diarias                                                                                                                  3011000210112006                                                                                                                                                                          
D200628502130003200000000000045000101120060910112006DIARIAS LIQ. 362    pagamento de diarias                                                                                                                  3011000210112006                                                                                                                                                                          
D200628502130003200000000000004000101120060910112006DIARIAS LIQ. 364    pagamento de diarias                                                                                                                  3011000210112006                                                                                                                                                                          
D200628502130003200000000000027000101120060910112006DIARIAS LIQ. 365    pagamento de diarias                                                                                                                  3011000210112006                                                                                                                                                                          
D200628502130003200000000000004000101120060910112006DIARIAS LIQ. 366    pagamento de diarias                                                                                                                  3011000210112006                                                                                                                                                                          
D200628502130003200000000000006000101120060910112006DIARIAS LIQ. 4028   pagamento de diarias                                                                                                                  3011000210112006                                                                                                                                                                          
D200628502130003200000000000063000110420060911042006DIARIAS LIQ004      PAGAMENTO DE DIÁRIAS. . SR                                                                                                            3011000211042006                                                                                                                                                                          
D200628502130003200000000000027000110420060911042006DIARIAS LIQ28       pagamento de diárias.                                                                                                                 3011000211042006                                                                                                                                                                          
D200628502130003200000000000042000100520060910052006DIARIAS36           PAGAMENTO DE DIARIAS. . KDS                                                                                                           3011000210052006                                                                                                                                                                          
D200628502130003200000000000045000040820060904082006DIARIASLIQ.187      PAGAMENTO DE DIÁRIAS DA SVISA. . SR.                                                                                                  3011000204082006                                                                                                                                                                          
D200628502130003200000000000045000131120060913112006DIARIASLIQ.369      PAGAMENTO DE DIÁRIAS DA SVISA. . RCS.                                                                                                 3011000213112006                                                                                                                                                                          
D200628502130003200000000000135000190420060919042006DIARIASLIQ31        PAGAMENTO DE DIARIAS. . KDS                                                                                                           3011000219042006                                                                                                                                                                          
D200628502130003200000000000002000190520060925042006DIARIASLIQ38        PAGAMENTO DE DIÁRIAS. . KDS                                                                                                           3011000219052006                                                                                                                                                                          
D200628502130003200000000000002000220520060922052006DIARIASLIQ50        PAGAMENTO DE DIÁRIAS. . KDS                                                                                                           3011000222052006                                                                                                                                                                          
D200628502130003200000000000030000120420060912042006DIÁRIA003           PAGAMENTO DE DIÁRIA. . SR                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000030000120420060912042006DIÁRIA005           PAGAMENTO DE DIÁRIA. . SC                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000030000120420060912042006DIÁRIA007           PAGAMENTO DE DIÁRIA . SC                                                                                                              3011000212042006                                                                                                                                                                          
D200628502130003200000000000009000120420060912042006DIÁRIA009           PAGAMENTO DE DIÁRIA. . SR                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000045000120420060912042006DIÁRIA10            PAGAMENTO DE DIÁRIA. . SR                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000063000120420060912042006DIÁRIA11            PAGAMENTO DE DIÁRIA. . SR                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000045000120420060912042006DIÁRIA12            PAGAMENTO DE DIÁRIA. . SR                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000045000120420060912042006DIÁRIA13            PAGAMENTO DE DIÁRIA. . SR                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000009000120420060912042006DIÁRIA14            PAGAMENTO DE DIÁRIA. . SR                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000004000120420060912042006DIÁRIA15            PAGAMENTO DE DIÁRIA. . SR                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000027000120420060912042006DIÁRIA16            PAGAMENTO DE DIÁRIA. . SR                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000063000120420060912042006DIÁRIA17            PAGAMENTO DE DIÁRIA. . SR                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000072000120420060912042006DIÁRIA18            PAGAMENTO DE DIÁRIA. . SR                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000030000120420060912042006DIÁRIA19            PAGAMENTO DE DIÁRIA. . SR                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000063000120420060912042006DIÁRIA20            PAGAMENTO DE DIÁRIA. . SR                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000042000120420060912042006DIÁRIA21            PAGAMENTO DE DIÁRIA. . SR                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000063000120420060912042006DIÁRIA22            PAGAMENTO DE DIÁRIA. . SR.                                                                                                            3011000212042006                                                                                                                                                                          
D200628502130003200000000000063000120420060912042006DIÁRIA23            PAGAMENTO DE DIÁRIA. . SR.                                                                                                            3011000212042006                                                                                                                                                                          
D200628502130003200000000000042000120420060912042006DIÁRIA24            PAGAMENTO DE DIÁRIA. . SR                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000045000120420060912042006DIÁRIA25            PAGAMENTO DE DIÁRIA. . SR                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000063000120420060912042006DIÁRIA26            PAGAMENTO DE DIÁRIA. . SR                                                                                                             3011000212042006                                                                                                                                                                          
D200628502130003200000000000042000130920060913092006DIÁRIALIQ.248       PAGAMENTO DE DIÁRIAS DA SVISA. . SR.                                                                                                  3011000213092006                                                                                                                                                                          
D200628502130003200000000000004000130920060913092006DIÁRIALIQ.249       PAGAMENTO DE DIÁRIAS DA SVISA. . SR.                                                                                                  3011000213092006                                                                                                                                                                          
D200628502130003200000000000030000250420060925042006DIÁRIALIQ34         PAGAMENTO DE DIÁRIAS. . SR                                                                                                            3011000225042006                                                                                                                                                                          
D200628502130003200000000000002000260420060926042006DIÁRIALIQ35         PAGAMENTO DE DIÁRIAS. . SR                                                                                                            3011000226042006                                                                                                                                                                          
D200628502130003200000000002114000141120060914112006DIÁRIAS             PAGAMENTO DE DIÁRIAS                                                                                                                  3011000214112006                                                                                                                                                                          
D200628502130003200000000000004000070720060907072006DIÁRIAS 141         PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207072006                                                                                                                                                                          
D200628502130003200000000000150000070720060907072006DIÁRIAS 142         PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207072006                                                                                                                                                                          
D200628502130003200000000000004000070720060907072006DIÁRIAS 143         PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207072006                                                                                                                                                                          
D200628502130003200000000000006000070720060907072006DIÁRIAS 144         PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207072006                                                                                                                                                                          
D200628502130003200000000000006000070720060907072006DIÁRIAS 145         PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207072006                                                                                                                                                                          
D200628502130003200000000000030000070720060907072006DIÁRIAS 146         PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207072006                                                                                                                                                                          
D200628502130003200000000000030000070720060907072006DIÁRIAS 147         PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207072006                                                                                                                                                                          
D200628502130003200000000000012000070720060907072006DIÁRIAS 148         PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207072006                                                                                                                                                                          
D200628502130003200000000000006000141120060914112006DIÁRIAS 363         PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000214112006                                                                                                                                                                          
D200628502130003200000000000045000070620060907062006DIÁRIAS 71          PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207062006                                                                                                                                                                          
D200628502130003200000000000016000070620060907062006DIÁRIAS 72          PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207062006                                                                                                                                                                          
D200628502130003200000000000010000070620060907062006DIÁRIAS 73          PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207062006                                                                                                                                                                          
D200628502130003200000000000010000070620060907062006DIÁRIAS 74          PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207062006                                                                                                                                                                          
D200628502130003200000000000010000070620060907062006DIÁRIAS 75          PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207062006                                                                                                                                                                          
D200628502130003200000000000042000070620060907062006DIÁRIAS 76          PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207062006                                                                                                                                                                          
D200628502130003200000000000010000070620060907062006DIÁRIAS 77          PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207062006                                                                                                                                                                          
D200628502130003200000000000008000070620060907062006DIÁRIAS 78          PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207062006                                                                                                                                                                          
D200628502130003200000000000006000070620060907062006DIÁRIAS 79          PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207062006                                                                                                                                                                          
D200628502130003200000000000021000070620060907062006DIÁRIAS 80          PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207062006                                                                                                                                                                          
D200628502130003200000000000063000070620060907062006DIÁRIAS 81          PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000207062006                                                                                                                                                                          
D200628502130003200000000000045000110420060911042006DIÁRIAS LIQ 27      pagamento de diárias.                                                                                                                 3011000211042006                                                                                                                                                                          
D200628502130003200000000000030000110420060911042006DIÁRIAS LIQ002      PAGAMENTO DE DIÁRIAS. . SR                                                                                                            3011000211042006                                                                                                                                                                          
D200628502130003200000000000030000110420060911042006DIÁRIAS LIQ006      pagamento de diárias.                                                                                                                 3011000211042006                                                                                                                                                                          
D200628502130003200000000000135000050420060905042006DIÁRIAS001          PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000205042006                                                                                                                                                                          
D200628502130003200000000000010000140620060914062006DIÁRIAS119          PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000214062006                                                                                                                                                                          
D200628502130003200000000000027000140620060914062006DIÁRIAS120          PAGAMENTO DE DIÁRIAS.                                                                                                                 3011000214062006                                                                                                                                                                          
D200628502130003200000000000045000250920060925092006DIÁRIASLIQ. 270     PAGAMENTO DE DIÁRIAS DA SVISA. . RCS.                                                                                                 3011000225092006                                                                                                                                                                          
D200628502130003200000000000063000130720060913072006DIÁRIASLIQ.148      PAGAMENTO DE DIÁRIAS DA SVISA. . SR.                                                                                                  3011000213072006                                                                                                                                                                          
D200628502130003200000000000016000140720060914072006DIÁRIASLIQ.149      PAGAMENTO DE DIÁRIAS DA SVISA. . SR.                                                                                                  3011000214072006                                                                                                                                                                          
D200628502130003200000000000030000140720060914072006DIÁRIASLIQ.150      PAGAMENTO DE DIÁRIAS DA SVISA. . SR.                                                                                                  3011000214072006                                                                                                                                                                          
D200628502130003200000000000063000140720060914072006DIÁRIASLIQ.151      PAGAMENTO DE DIÁRIAS DA SVISA. . SR.                                                                                                  3011000214072006                                                                                                                                                                          
D200628502130003200000000000006000140720060914072006DIÁRIASLIQ.152      PAGAMENTO DE DIÁRIAS DA SVISA. . SR.                                                                                                  3011000214072006                                                                                                                                                                          
D200628502130003200000000000030000140720060914072006DIÁRIASLIQ.153      PAGAMENTO DE DIÁRIAS DA SVISA. . SR.                                                                                                  3011000214072006                                                                                                                                                                          
